Song Title,Song Artist,Beat,BPM,Source,Genre
The sunday After,Bill Evans,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,92,Default Library,Ballad
Down to the Waterline,Dire Straits,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,147,Default Library,Rock
Baby Love,Supremes,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,136,Default Library,Rock
Car Wash,Rose Royce,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,118,Default Library,Funk
Get Down Tonight,KC and the Sunshine Boys,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,113,Default Library,Funk
Funkytown,Lipps Inc,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,123,Default Library,Funk
Midnight Train to Georgia,Gladys Knight & the Pips,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,92,Default Library,Country
Unchained Melody,The Righteous Brothers,Beat Buddy: Ballad 2,67,Default Library,Ballad
We are family,Sister Sledge,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,119,Default Library,Funk
Midnight cry,Gold City,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,71,Default Library,Ballad
Afternoon Delight,Starland Vocal Band,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,73,Default Library,Ballad
Backwater,Status Quo,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,143,Default Library,Rock
We belong together,Richie vallens,Beat Buddy: Ballad 2,77,Default Library,Ballad
I could have lied,Red Hot Chilli Peppers,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,70,Default Library,Rock
Redneck Girl,The Bellamy Brothers,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,127,Default Library,Rock
good hearted woman,walyon jennings,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,206,Default Library,Country
Runaround Sue,Dion,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,156,Default Library,Rock
Don't fear the reaper,Blue Oyster Cult,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,141,Default Library,Rock
I can't tell you why,Eagles,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,85,Default Library,Rock
Brother in Arms,Dire Straits,Beat Buddy: Ballad 3,79,Default Library,Ballad
Concrete Jungle,Bob Marley,Beat Buddy: Reggae 9- swung stompBeat Buddy Mini: Reggae 5Beat Buddy Mini 2: Reggae 9- swung stomp,83,Default Library,Reggae
All Right Now,Free,Beat Buddy: Country 8- Str 8Beat Buddy Mini: Country 5Beat Buddy Mini 2: Country 8- Str 8,120,Default Library,Rock
All Right Now,Free,Beat Buddy: Country 8- Str 8Beat Buddy Mini: Country 5Beat Buddy Mini 2: Country 8- Str 8,120,Default Library,Rock
Abandoned Love,Bob Dylan,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,98,Default Library,Rock
18 & Life,Skid Row,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,92,Default Library,Rock
Symphony of Destruction,Megadeth,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,140,Default Library,Rock
Somebody Save Me,Cinderella,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,132,Default Library,Rock
Whole Lotta Rosie,AC/DC,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,159,Default Library,Rock
Whatever,Godsmack,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,122,Default Library,Rock
One of us,Joan Osborne,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,88,Default Library,Rock
She works hard for the money,Donna Summer,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,137,Default Library,Rock
Girl from Ipanema,AntÃ´nio Carlos Jobim,Beat Buddy: Brushes 9- Bossa Nova brushesBeat Buddy Mini: Brushes 4Beat Buddy Mini 2: Brushes 9- Bossa Nova brushes,134,Default Library,Latin
My Prerogative,Bobby Brown,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,110,Default Library,Pop
My Prerogative,Bobby Brown,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,110,Default Library,Pop
Slow Dancing in a Burning Room,John Mayer,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,134,Default Library,Rock
Just Married,Marty Robbins,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,172,Default Library,Country
Word up,Cameo,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,116,Default Library,Rock
Blue on Black,Kenny Wayne Shepherd,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,78,Default Library,Rock
Is it Friday yet,Gord Bamford,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,192,Default Library,Country
Be young be foolish be happy,The Tams,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,135,Default Library,Rock
Spooky,Classic IV,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,107,Default Library,Rock
Dakota,Stereophonics,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,147,Default Library,Rock
Hold On I’m Coming,Sam & Dave,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,108,Default Library,Rock
Why does it always rain on me,Travis,Beat Buddy: Country 8- Str 8Beat Buddy Mini: Country 5Beat Buddy Mini 2: Country 8- Str 8,108,Default Library,Rock
Rock me,Great White,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,141,Default Library,Rock
Shake me,Cinderella,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,133,Default Library,Rock
Green River,Creedence Clearwater Revival,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,142,Default Library,Rock
Ghosts of Beverly Drive,Deathcab For Cutie,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,155,Default Library,Rock
Uptown Funk,Bruno Mars,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,115,Default Library,Pop
On a plain,Nirvana,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,132,Default Library,Rock
By the Time the night is over,Kenny G,Beat Buddy: Ballad 8,104,Default Library,Ballad
The Same Old Blues,JJ Cale,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,42,Default Library,Rock
The Ghost of Beverly Drive,Death Cab For Cutie,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,155,Default Library,Rock
Whatever you want,Status Quo,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,125,Default Library,Rock
By the Time the night is over,Kenny G,Beat Buddy: Ballad 8,104,Default Library,Ballad
Thumb,Kyuss,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,125,Default Library,Rock
Gardenia,Kyuss,Beat Buddy: In my placeBeat Buddy Mini: My PlaceBeat Buddy Mini 2: In my place,85,Default Library,Rock
Wasted on the way,crosby stills and nash,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,77,Default Library,Rock
Lookin' Out My Back Door,Creedence Clearwater Revival,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,210,Default Library,Country
500 miles,The Proclaimers,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,132,Default Library,Rock
Ruby Soho,Rancid,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,162,Default Library,Rock
Gangsters,The Specials,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,130,Default Library,Rock
Would?,Alice in Chains,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,101,Default Library,Rock
Jailhouse Rock,Elvis Presley,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,167,Default Library,Rock
Dizzy Miss Lizzy,The Beatles,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,136,Default Library,Rock
Burnin' for you,Blue Oyster Cult,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,134,Default Library,Rock
Just got paid,ZZ Top,Beat Buddy: Funk 4- str 16thsBeat Buddy Mini: Funk 3Beat Buddy Mini 2: Funk 4- str 16ths,100,Default Library,Rock
She's Crazy for Leavin',Rodney Crowell,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,189,Default Library,Country
The ballot of Peter Punpkin head,Crash test dummies,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,128,Default Library,Rock
Shivers,The Screaming Jets,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,68,Default Library,Rock
Sitting on the Dock of the Bay,Otis Redding,Beat Buddy: Country 5- Brushes TrainBeat Buddy Mini: Country 4Beat Buddy Mini 2: Country 5- Brushes Train,104,Default Library,Blues
Smoke On The Water,Deep Puple,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,115,Default Library,Rock
Adalida,George Straits,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,149,Default Library,Country
Always on the run,Lenny Kravitz,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,84,Default Library,Rock
Born To Be Wild,Steppenwolf,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,146,Default Library,Rock
Bounty,Dear Brody,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,130,Default Library,Country
Breakfast At Tiffany's,Deep Blue Something,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,110,Default Library,Rock
I'll Take You There,The Staple Singers,Beat Buddy: Funk 8- swungBeat Buddy Mini 2: Funk 8- swung,102,Default Library,Rock
Power of Love,Status Quo,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,119,Default Library,Rock
Oggi sono io,Alex Britti,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,73,Default Library,Ballad
The Loner,Gary Moore,Beat Buddy: Blues 4- 6/8Beat Buddy Mini 2: Blues 4- 6/8,80,Default Library,Ballad
Pick up the pieces,Average White Band,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,107,Default Library,Rock
Oh! Darling,Beatles,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,60,Default Library,Rock
Disco Inferno,The Trammps,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,129,Default Library,Rock
Use Me,Bill Withers,Beat Buddy: Funk 1- str 16thsBeat Buddy Mini: Funk 1Beat Buddy Mini 2: Funk 1- str 16ths,78,Default Library,Funk
Midnight Blue,Lou Gram,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,114,Default Library,Rock
Give in to me,Michael Jackson,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,87,Default Library,Rock
She Talks to Angels,The Black Crows,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,80,Default Library,Rock
Then Came The Last Days of May,Blue Oyster Cult,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,75,Default Library,Rock
That's what friends are for,Dionne Warwick,Beat Buddy: Ballad 2,60,Default Library,Ballad
love don't live here anymore,lady antebellum,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,140,Default Library,Rock
Everybody wants you,Billy Squier,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,132,Default Library,Rock
You only live once,The Strokes,Beat Buddy: Ballad 8,121,Default Library,Rock
Taxman,The Beatles,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,134,Default Library,Rock
Rockin' all over the world,Status Quo,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,131,Default Library,Rock
Three Little Birds,Bob Marley,Beat Buddy: Reggae 4- one drop strBeat Buddy Mini 2: Reggae 4- one drop str,73,Default Library,Reggae
April Sun in Cuba,Dragon,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,119,Default Library,Rock
Free Fallin',Tom Petty,Beat Buddy: Free Fallin',84,Premium Library,Rock
Wipe Out,Sulfaris,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,160,Default Library,Rock
Lady Marmalade,Patty Labelle,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,118,Default Library,Pop
Stranglehold,Ted Nugent,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,74,Default Library,Rock
Ventura Highway,America,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,131,Default Library,Rock
Carnival,Natalie Merchant,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,94,Default Library,Rock
My Little Grass Shack,Charles Kaipo,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,127,Default Library,Blues
It Hurst Me Too,Eric Clapton,Beat Buddy: Ballad 3,70,Default Library,Blues
How to save a life,The Fray,Beat Buddy: Pop 5- 16thsBeat Buddy Mini: Pop 2Beat Buddy Mini 2: Pop 5- 16ths,122,Default Library,Rock
Easy like sunday morning,The Commodores,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,66,Default Library,Blues
All I Have to Do is Dream,Everly Brothers,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,96,Default Library,Rock
He Is Exalted,Twila Paris,Beat Buddy: Ballad 3,58,Default Library,Ballad
Up on cripple creek,The Band,Beat Buddy: Funk 5- str 16thsBeat Buddy Mini 2: Funk 5- str 16ths,72,Default Library,Rock
No excuses,Alice in Chains,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,117,Default Library,Rock
Old days,Chicago,Beat Buddy: Shuffle FunkBeat Buddy Mini: Perc 4Beat Buddy Mini 2: Shuffle Funk,124,Default Library,Rock
Diana,Paul Anka,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,143,Default Library,Ballad
Let’s dance,David Bowie,Beat Buddy: Pop 7- anticipated 1Beat Buddy Mini: Pop 4Beat Buddy Mini 2: Pop 7- anticipated 1,115,Default Library,Rock
Don't bother me,The Beatles,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,170,Default Library,Rock
Nights in white satin,The Moody Blues,Beat Buddy: Blues 8- 12/8Beat Buddy Mini 2: Blues 8- 12/8,75,Default Library,Blues
The Boxer,Simon & Garfunkel,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,186,Default Library,Ballad
Greatest mistake,Jack Savoretti,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,148,Default Library,Ballad
Somebody that I used to know,Gotye,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,126,Default Library,Ballad
You and me,Life House,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,46,Default Library,Ballad
Another day in paradise,Phil Collins,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,102,Default Library,Ballad
Island in the sun,Weezer,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,115,Default Library,Rock
These Boots Were Made For Walkin,Nancy Sinatra,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,166,Default Library,Rock
As tears go by,The Rolling Stones,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,133,Default Library,Rock
You've Got a Friend,James Taylor,Beat Buddy: Ballad 3,92,Default Library,Ballad
Wildflowers,Tom Petty,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,177,Default Library,Rock
Blue Bossa,Joe Henderson,Beat Buddy: Bossa NovaBeat Buddy Mini: BossaBeat Buddy Mini 2: Bossa Nova,150,Default Library,Latin
Till there was you,Beatles,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,122,Default Library,Ballad
Still got the blues,Gary Moore,Beat Buddy: Blues 10- 12/8Beat Buddy Mini: Blues 5Beat Buddy Mini 2: Blues 10- 12/8,85,Default Library,Rock
Thin white line,Trooper,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,120,Default Library,Rock
Come A Little Bit Closer,Jay & The Americans,Beat Buddy: Rock 10Beat Buddy Mini 2: Rock 10,133,Default Library,Rock
Rocky mountain way,Triumph joe walsh,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,86,Default Library,Rock
Long Cool Woman in a Black Dress,The Hollies,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,139,Default Library,Rock
Voodoo chile,David Torn,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,82,Default Library,Rock
Ziggy stardust,David Bowie,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,81,Default Library,Rock
While My Guitar Gently Weeps,The Beatles,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,56,Default Library,Ballad
Summertime Blues,Eddie Cochran,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,156,Default Library,Rock
Blue Monday,New Order,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,128,Default Library,Rock
Black Night,Deep Puple,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,134,Default Library,Rock
Last Kiss,Pearl Jam,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,112,Default Library,Rock
Just give me a reason,Pink,Beat Buddy: Rock 8Beat Buddy Mini: Rock 3Beat Buddy Mini 2: Rock 8,96,Default Library,Rock
Oh pretty woman,Roy Orbison,Beat Buddy: Oldie 1- 4 on snareBeat Buddy Mini: Oldie 1Beat Buddy Mini 2: Oldie 1- 4 on snare,127,Default Library,Rock
Leaving On A Jet Plane,John Denver,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,133,Default Library,Rock
Summertime Blues,Eddie Cochran,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,156,Default Library,Rock
In Your Eyes,Peter Gabriel,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,89,Default Library,Ballad
Under the boardwalk,The Drifters,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,124,Default Library,Ballad
Fall to pieces,Velvet Revolver,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,66,Default Library,Ballad
Here's a Quarter,Travis Tritt,Beat Buddy: Brushes 5- 3/4 Half time Shuffle PopBeat Buddy Mini: Brushes 3Beat Buddy Mini 2: Brushes 5- 3/4 Half time Shuffle Pop,111,Default Library,Ballad
Two tickets for paradise,Eddie Money,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,129,Default Library,Rock
Crimson and clover,Tommy James and the Shondells,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,86,Default Library,Rock
Get Off Ma Cloud,The Rolling Stones,Beat Buddy: Brushes 1- Str 8Beat Buddy Mini: Brushes 1Beat Buddy Mini 2: Brushes 1- Str 8,126,Default Library,Rock
The Lady Wants To Know,Michael Franks,Beat Buddy: Ballad 2,99,Default Library,Ballad
Mercedes Bentz,Janis Joplin,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,86,Default Library,Rock
Long black veil,Lefty Frizzell,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,63,Default Library,Country
Thank You,Led Zeppelin,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,78,Default Library,Rock
A Fool No More,Peter Green,Beat Buddy: Ballad 2,40,Default Library,Blues
Hear my train a comin',Jimi Hendrix,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,85,Default Library,Rock
Give blood,Pete townsend,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,128,Default Library,Rock
One Word,Baby Animals,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,113,Default Library,Rock
Drinkin' Bone,Tracy Byrd,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,110,Default Library,Rock
Hide Your Love Away,The Beatles,Beat Buddy: Pop 4- 16thsBeat Buddy Mini 2: Pop 4- 16ths,129,Default Library,Rock
Never going back again,Fleetwood Mac,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,176,Default Library,Country
No secrets,The Angels,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,142,Default Library,Rock
No Woman No Cry,Bob Marley,Beat Buddy: Reggae 10- swungBeat Buddy Mini 2: Reggae 10- swung,89,Default Library,Reggae
Royals,Lorde,Beat Buddy: Hip Hop 1Beat Buddy Mini: Hip Hop 1Beat Buddy Mini 2: Hip Hop 1,85,Default Library,Pop
Rolling in the deep,Adele,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,105,Default Library,Ballad
Ready for love,Bad Company,Beat Buddy: In my placeBeat Buddy Mini: My PlaceBeat Buddy Mini 2: In my place,66,Default Library,Rock
Loud,Sammy Hagar,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,134,Default Library,Rock
Love Ain't for Keeping,The Who,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,71,Default Library,Rock
New Sensation,INXS,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,116,Default Library,Pop
Need You Now,Lady Antebellum,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,108,Default Library,Ballad
Never Tear us Apart,INXS,Beat Buddy: Odd Time 3- 6/8Beat Buddy Mini 2: Odd Time 3- 6/8,97,Default Library,Ballad
Mustang Sally,Wilson Pickett,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,110,Default Library,Rock
My babe,Little Walter,Beat Buddy: Brushes 3- Half time shuffleBeat Buddy Mini 2: Brushes 3- Half time shuffle,161,Default Library,Blues
Race is On,George Jones,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,170,Default Library,Country
Rose Garden,Martina Mcbride,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,132,Default Library,Rock
Steal My Kisses,Ben Harper,Beat Buddy: Funk 7- swungBeat Buddy Mini: Funk 4Beat Buddy Mini 2: Funk 7- swung,101,Default Library,Funk
Sweet Jane,Cowboy Junkies,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,84,Default Library,Ballad
Throw your arms around me,Hunter & Collectors,Beat Buddy: Rock 8Beat Buddy Mini: Rock 3Beat Buddy Mini 2: Rock 8,105,Default Library,Rock
Numb,Linkin Park,Beat Buddy: Rock 8Beat Buddy Mini: Rock 3Beat Buddy Mini 2: Rock 8,110,Default Library,Rock
Time Bomb,Nick Barker,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,122,Default Library,Rock
Tip of my Tongue,Diesel,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,98,Default Library,Rock
What's my scene,Hoodoo Gurus,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,168,Default Library,Rock
Sold,John Michael Montgomery,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,232,Default Library,Country
Follow You Down,Gin Blossoms,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,156,Default Library,Rock
Graceland,Paul Simon,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,236,Default Library,Country
California Stars,Wilco,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,110,Default Library,Rock
Ritchie Valens,Fast Freight,Beat Buddy: Oldie Song 4- Bum cha kaBeat Buddy Mini: Oldie 3Beat Buddy Mini 2: Oldie Song 4- Bum cha ka,147,Default Library,Rock
Life is beautiful,Keb' Mo,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,160,Default Library,Country
Pride And Joy,Stevie Ray Vaughan,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,122,Default Library,Blues
Me and Bobby Mcgee,Kris Kristofferson,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,133,Default Library,Country
My Girl,Temptations,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,105,Default Library,Ballad
